"Nº pers","Bruto perc"
27342,24526.86
27337,12479.7
27364,34177.18
27363,10198.14
27362,18272.91
27358,47112.26
27357,20963.12
27376,22540
27371,31077.13
27368,23169.57
27366,17080.06
27365,35347.57
27385,19227.41
27384,21875.64
27381,19228.06
27379,13817.77
27377,18199.94
27397,14759.34
27396,34476.81
27394,6033.94
27393,13965.62
27391,34948.15
27405,13353.35
27403,19739.8
27402,19596.39
27399,0
27398,32066.05
27412,53741.25
27410,9339.47
27409,22335.3
27407,23061.91
27406,19025.64
27423,22995.85
27422,16340.85
27416,19150.03
27415,11885.14
27414,28386.66
27433,16453.78
27431,1924.2
27429,18115.91
27428,14831.2
27424,14225.05
27439,11745.53
27438,11912.39
27436,23588.67
27435,54365.04
27434,15763.38
27448,17116.9
27447,18512.07
27444,9761.94
27443,18409.22
27441,21483.62
27457,18115.91
27453,16993.27
27452,11018.07
27450,17449.69
27449,23399.21
27468,9349.24
27465,19466.25
27462,6310.6
27461,20963.12
27459,22262.33
27482,16017.43
27473,9127.66
27472,51705.55
27471,11699.33
27470,36052.17
27490,15244.37
27489,11390.15
27487,9792.58
27486,24316.63
27485,22731.63
27498,9879.14
27497,23496.49
27496,20581.6
27495,18115.91
27493,18692.44
27507,19518.9
27506,17447.23
27505,6986.54
27500,23754.9
27499,11497.54
27513,17752.63
27512,3155.3
27510,19767.29
27509,13527.79
27508,19512.02
27522,0
27521,14246.81
27518,40277.65
27517,12289.56
27516,19813.41
27528,42212.19
27527,53490.05
27526,42289.46
27524,46330.96
27523,22512.44
27544,44607.64
27538,43271.75
27537,53454.04
27533,31529.7
27532,31686.05
27564,32259.94
27561,14297.89
27555,47007.85
27554,20520.03
27553,26876.53
27572,13810.35
27568,43232.25
27567,52139.11
27566,51969.58
27565,69180.25
27591,13469.68
27590,14929.58
27579,20963.12
27577,37071.98
27574,13279.83
27603,14929.6
27601,18227.82
27599,10580.63
27597,3596.06
27592,18544.27
27610,11452.55
27607,16275.84
27606,21798.79
27605,16367.45
27604,23454.81
27644,11974.45
27638,11769.49
27618,5563.83
27613,14642.03
27611,35199.57
27654,15487.76
27653,48372.99
27651,22565.89
27650,22973.41
27649,22527.91
27669,10516.24
27663,12389.94
27662,23364.13
27660,8359.61
27657,45043.2
27678,47627.68
27676,25972.26
27675,15764.5
27672,15738.57
27670,15161.87
27695,17198.87
27694,17644.22
27684,20181.6
27683,19969.56
27682,18710.17
27710,21239.63
27708,16670.66
27707,19501.97
27706,18786.01
27697,17620.82
27723,18413.12
27717,26565.88
27715,15196.45
27713,23730.59
27712,11452.75
27736,12641.53
27735,13020.33
27734,17844.44
27731,13319.35
27726,19574.61
27745,11878.53
27744,18272.91
27741,18450.49
27739,13578.61
27738,10561.5
27755,20922.58
27754,15529.93
27751,18174.63
27749,23019.4
27747,16559.8
27765,26805.75
27762,21658.24
27761,13282.24
27760,8568.27
27757,6987.44
27775,19930.92
27774,4359.62
27772,14785.76
27767,19171.7
27766,22988.94
27786,11176.06
27785,25551.97
27780,17894.89
27778,17792.34
27776,10069.32
27793,18382.04
27791,17723.35
27790,14006.32
27789,18597.25
27787,11491.68
27798,8570.22
27797,16506.92
27796,16177.52
27795,14929.6
27794,58007.64
27807,26434.49
27806,14839.23
27805,14858.74
27803,12115.23
27799,14750.29
27817,16383.67
27814,22371.46
27813,23605.65
27810,0
27808,14576.71
27831,15600.52
27830,17520.32
27829,18570.06
27825,18987.43
27818,18360.46
27840,16826.13
27837,14978.36
27836,6073.63
27833,18937.28
27832,14246.81
27851,18372
27850,21810.39
27845,23061.91
27844,31761.48
27843,19619.09
27870,15480.77
27868,16049.58
27857,19035.96
27856,15092.73
27855,21858.34
27878,19501.97
27875,15219.43
27874,15995.41
27873,17766.85
27872,15559.49
27890,16315.32
27889,12331.31
27885,12029.35
27884,15363.07
27880,18864.71
27898,17797.26
27897,16135.79
27896,18049.35
27892,58057.19
27891,14114.97
27907,17079.08
27906,15516.2
27905,16335.79
27903,18655.55
27901,19562.95
27912,7840.71
27911,13509.65
27910,16321.74
27909,15733.25
27908,5502.54
27919,15762.27
27918,17709.04
27917,15591.13
27916,15848.53
27915,16194.14
27927,17971.49
27926,15759.3
27925,17455.92
27921,17534.99
27920,15816.74
27935,17155.09
27933,16844.35
27932,59460.6
27929,21840.87
27928,12029.95
27943,17462.92
27942,20498.95
27940,17873.16
27939,15739.39
27937,15982.39
27949,14635.45
27948,22009.25
27946,24062.89
27945,15797.09
27944,18115.91
27956,0
27954,61478.96
27953,52793.03
27951,17345.73
27950,17059.68
27970,16058.13
27968,18974.32
27966,17792.49
27959,10394.43
27958,11976.35
27983,22096.05
27982,19660.09
27977,17145.15
27976,22757.37
27973,16037.49
27990,4719.75
27989,19522.08
27987,18032.03
27986,8170.84
27985,7583.41
28001,17493.05
27999,14204.74
27998,17683.55
27995,2648.43
27993,32423.14
28021,20261.6
28018,5374.75
28014,9938.94
28012,16436.57
28005,22969.94
28034,15143.05
28032,20123.88
28031,20963.12
28027,15820.92
28022,8472.81
28048,18051.66
28043,15760.56
28038,18638.47
28037,22731.63
28035,21080.26
28059,22121.59
28057,23416.22
28055,16480.04
28050,46875.26
28049,21609.04
28066,19558.6
28065,17107.3
28064,21963.06
28063,19555.04
28062,21986.8
28072,21919.76
28071,21919.76
28069,22110.9
28068,21846.75
28067,21986.8
28086,18162.18
28084,14472.46
28083,21986.8
28074,22738.55
28073,19980.17
28094,21700.91
28092,21986.8
28091,0
28090,18415.46
28087,21986.8
28103,7008.21
28102,14309.97
28101,8921.8
28100,20889.13
28097,22896.9
28112,21907.89
28111,21514.16
28110,22326.34
28109,15094.26
28108,16064.17
28125,20361.1
28124,22133.72
28123,19558.6
28120,19558.6
28115,0
28143,10100.36
28138,25990.14
28133,21986.8
28131,21983.24
28126,12821.48
28159,0
28158,20572.33
28157,21222.8
28155,15441.33
28148,0
28167,16604.43
28165,8723.65
28163,6324.96
28162,12518.18
28160,22797.69
28179,17210.83
28178,19969.71
28177,14110.66
28174,20157.96
28173,28634.83
28196,22995.85
28194,17852.67
28192,19458.64
28181,11492.43
28180,5790.88
28207,20020.58
28205,3714.58
28200,8987
28198,20167.09
28197,8365.17
28221,18533.94
28220,12497.01
28218,22353.81
28213,11862.48
28210,16151.22
28233,19154.38
28232,19678.5
28230,19921.23
28229,9277.02
28225,37874.49
28261,20020.58
28258,19704.08
28255,10017.6
28236,11107.8
28235,21636.74
28271,1738.52
28269,7699.47
28267,15628.81
28264,1255.04
28262,42731.51
28284,22555.15
28281,11597.28
28278,10169.6
28274,14950.32
28272,0
28312,14920.86
28308,10964.75
28299,31725.06
28292,0
28286,13831.4
28320,10766.08
28319,10766.08
28318,10766.08
28317,0
28313,11492.43
28332,2483.73
28330,4971.69
28327,0
28323,44321.28
28321,8894.76
28346,59465.49
28345,6421.02
28344,15726.61
28336,16036.44
28335,24923.16
28357,18272.91
28355,17544.4
28350,12997.25
28349,9780.81
28348,11865.23
28368,25110.69
28366,21279.49
28364,13904.54
28362,13579.57
28359,12199.41
28373,25893.54
28372,25743.97
28371,20526.95
28370,24397
28369,27011.53
28378,9408.82
28377,29102.37
28376,27582.8
28375,30065.16
28374,26580.95
28383,26282.14
28382,26713.95
28381,25842.7
28380,26008.52
28379,25003.03
28388,27286.7
28387,26955.69
28386,27253.8
28385,28940.89
28384,25610.12
28393,26479.81
28392,29551.48
28391,26769.28
28390,26732.55
28389,28224.71
28398,27520.47
28397,30761.54
28396,27065.37
28395,31230.21
28394,26182.36
28405,27132.11
28403,14246.81
28402,24689.33
28401,27662.13
28399,21401.09
28411,19167.2
28410,27486.84
28409,29264.3
28408,23117.47
28407,17273.49
28417,27320.34
28415,10311.23
28414,25840.35
28413,25082.65
28412,22173.11
28425,27708.72
28421,13849.86
28420,28052.32
28419,29730.88
28418,25100.58
28431,29317.1
28430,27790.43
28428,11037.74
28427,13984.8
28426,16737.7
28436,23246.26
28435,31940.65
28434,24125.54
28433,24034.34
28432,25703.08
28441,22072.93
28440,23164.35
28439,22804.12
28438,20258.86
28437,28036.01
28447,25744.41
28446,15595.76
28445,29878.07
28444,12997.24
28443,23969.84
28452,24122.04
28451,20889.28
28450,25503.47
28449,23780.08
28448,26521.72
28458,22549.42
28457,26386.82
28456,26694.9
28455,27768.35
28453,25728.41
28463,24719.59
28462,28192.15
28461,23898.4
28460,28069.66
28459,23879.41
28468,25284.19
28467,30946.11
28466,26277.95
28465,27788.34
28464,25079.18
28473,27972.67
28472,22027.35
28471,23349.66
28470,25650.52
28469,26082.53
28479,22602.25
28477,24849.91
28476,26675.33
28475,23755.21
28474,28544.92
28484,27174.84
28483,23080.51
28482,26728.82
28481,23891.41
28480,29473.56
28490,22050.81
28488,27792.73
28487,28648.83
28486,24910.65
28485,31475.64
28495,26884.46
28494,24459.19
28493,27193.33
28492,14193.9
28491,23427.25
28502,27399.5
28501,30144.47
28498,26622.09
28497,23219.85
28496,22174.85
28507,25940.94
28506,24576.92
28505,27591.37
28504,24622.99
28503,23891.73
28512,26436.51
28511,26275.98
28510,24626.52
28509,27163.02
28508,27228.79
28517,10311.23
28516,23388.68
28515,27818.46
28514,26705.01
28513,24291.76
28524,18488.01
28522,23490.41
28520,26252.8
28519,14285.71
28518,30392.36
28532,23761.6
28529,26592.94
28527,31796.18
28526,25441.04
28525,18589.88
28539,26985.87
28537,26863.43
28536,26125.86
28535,27923.21
28534,25667.74
28554,27262.63
28553,28194.45
28552,19758.12
28542,8870
28541,27623.87
28563,17520.32
28562,18932.4
28561,64402.71
28560,15528.7
28555,11492.43
28579,11659.15
28578,22473.6
28575,15419.6
28571,0
28569,30391.83
28587,4435.08
28586,12479.7
28585,49204.27
28584,10314.88
28581,17374.26
28600,15272.23
28594,1282.52
28593,13360.1
28592,7301.77
28590,15818.04
28607,5351.42
28606,27913.71
28604,5930.39
28603,17094.74
28601,17463.46
28622,40054.97
28619,5143.81
28618,27663.82
28617,24725.37
28609,63620.06
28648,12025.81
28647,7996.13
28645,21223.12
28638,12543.58
28635,22094.95
28660,27617.35
28659,11578.38
28652,10394.37
28650,17725.78
28649,16680.03
28798,30670.98
28793,9386.3
28789,4564.92
28665,5127.61
28661,19071.83
28804,24571.72
28803,9109.22
28802,35072.54
28801,24411.56
28799,20942.61
28809,30305.14
28808,28396.76
28807,25005.17
28806,25536.11
28805,35964.02
28814,28576.84
28813,21914.49
28812,33440.35
28811,32648.98
28810,28689.1
28819,29067.99
28818,35182.23
28817,35392.18
28816,29521.2
28815,24001.4
28825,34840.02
28823,30047.24
28822,25225.18
28821,28413.66
28820,27174.19
28830,30249.8
28829,20864.13
28828,28237.41
28827,27983.14
28826,24678.26
28835,33244.71
28834,36775.81
28833,35887.64
28832,39005.89
28831,27251.25
28841,22525.71
28840,28237.41
28839,32388.46
28838,21063.19
28837,22428.26
28846,25002.19
28845,25081.26
28844,24713.4
28843,17817.99
28842,23351.98
28851,27276.13
28850,32458.92
28849,29563.37
28848,25632.12
28847,32725.21
28856,22660.09
28855,25042.51
28854,28081.85
28853,30734.4
28852,27174.19
28861,21856.67
28860,31231.51
28859,24339.98
28858,30484.92
28857,24248.77
28866,26080.01
28865,27196.42
28864,21072.15
28863,30663.65
28862,24001.4
28871,27392.54
28870,25074.07
28869,28607.53
28868,22863.99
28867,24663.91
28877,21782.32
28876,25162.46
28875,8061.62
28873,25225.18
28872,21201.15
28882,30417.4
28881,25846.39
28880,23591.24
28879,22686.85
28878,23562.18
28887,25318.1
28886,22459.65
28885,18518.6
28884,23503.06
28883,18322.26
28892,20502.76
28891,25728.26
28890,26341.58
28889,21524.15
28888,25728.26
28897,20942.61
28896,20349.2
28895,19765.9
28894,23731.52
28893,19736.64
28902,25083.84
28901,23412.26
28900,25841.55
28899,20898.9
28898,17475.13
28908,20864.13
28907,20864.13
28906,27161
28905,11722.11
28904,23954.35
28913,28355.57
28912,17657.31
28911,28305.49
28910,23903.05
28909,26960.24
28918,24571.72
28917,28157.04
28916,23143.57
28915,20942.61
28914,20942.61
28948,13096.83
28930,17221.65
28929,0
28928,15858.6
28920,17295.85
28965,3645.1
28959,13662.27
28958,10978.73
28955,5512.56
28949,8561.29
28991,2787.76
28988,27534.19
28987,8864.86
28982,14890.72
28980,62214.05
29023,26600.2
29011,10441.99
29005,25922.89
28994,62530.95
28993,31561.38
29047,8836.27
29039,4782.11
29034,8223.52
29029,26996.97
29025,15172.73
29068,59680.63
29064,4742.39
29062,9099.85
29058,2342.56
29052,10262.6
29111,40176.7
29090,7477.84
29080,11239.6
29077,18674.37
29073,18543.17
29157,15961.82
29150,22121.03
29146,20922.58
29134,6212.1
29125,5042.76
29185,12321.28
29178,23405.96
29177,7982.51
29173,8772.74
29161,22459.76
29221,3655.15
29217,3926.97
29214,7761.09
29192,27066.2
29187,4044.44
29248,5587.37
29246,5273.11
29245,7080.12
29244,6918.03
29236,5389.39
29284,19428.68
29269,18907.26
29256,9207.57
29252,17469.64
29251,10767.46
29308,48455.55
29307,48455.55
29299,2185.44
29291,17347.86
29288,17814.7
29331,7653.17
29327,60731.1
29322,59615.13
29313,48455.55
29312,48455.55
29341,58209.89
29340,48233.11
29337,6681.55
29336,48455.55
29335,4149.95
29384,9761.26
29381,15972.09
29365,6930.68
29358,7517.23
29357,24533.64
29406,3381.46
29403,7239.53
29399,5342.1
29398,6814.94
29388,0
29416,30588.13
29415,39324.96
29411,22096.05
29410,20495.57
29408,3640.24
29449,29150.44
29446,6709.99
29430,17477.26
29422,8330.21
29420,21609.06
29475,29150.44
29469,7319.37
29460,4180.24
29455,21609.06
29453,6009.42
29499,17927.39
29496,21595.33
29492,5363.16
29486,22096.05
29484,29150.44
29504,36726.08
29503,20629.18
29502,22039.71
29501,15326.68
29500,36726.08
29514,36726.08
29513,36726.08
29511,36726.08
29509,18037.34
29505,36726.08
29521,13235.96
29519,28616.57
29517,40429.92
29516,36726.08
29515,36726.08
29540,36726.08
29534,36726.08
29533,21609.06
29525,39974.68
29523,36726.08
29573,7219.55
29559,36726.08
29550,36726.07
29547,36726.08
29546,22723.49
29611,1749.19
29604,29495.13
29591,25493.32
29584,22988.94
29581,22988.94
29637,20945.88
29633,21609.06
29623,6824.87
29622,32922.21
29617,16875.94
29653,11676.63
29650,12932.81
29648,0
29646,33362.97
29638,27598.54
29662,23986.82
29661,23826.9
29660,19501.97
29657,8508.45
29654,17051.57
29667,20495.92
29666,23524.65
29665,19613.65
29664,21483.62
29663,24870.38
29672,23326.12
29671,19568.89
29670,23632.14
29669,19501.97
29668,23752.67
29677,23326.12
29676,23465.27
29675,23942.63
29674,20445.03
29673,21483.62
29683,21751.98
29682,20013.44
29680,19630.33
29679,19495.8
29678,23694.43
29688,4756.15
29687,20660.54
29686,23319.21
29685,19501.97
29684,14729.17
29698,6508.6
29696,6542.37
29694,5956.11
29693,7782.66
29692,13970.83
29706,2664.57
29705,20626.35
29703,13023.78
29702,22086.69
29701,33896.28
29727,3969.5
29726,14133.53
29711,5529.5
29708,6978.32
29707,789.9
29734,5956.11
29733,11528.62
29731,36726.08
29730,9696.9
29728,5956.11
29745,7911.31
29744,7856.29
29741,9326.24
29740,10370.01
29735,7174.59
29756,10674.5
29753,22975.18
29749,6508.6
29748,6556.89
29746,3319.71
29761,20075.77
29760,9613.76
29759,20035.24
29758,14258.73
29757,17750.13
29769,19901.43
29767,22521.68
29766,23061.91
29763,23652.28
29762,18611.32
29776,19064.67
29775,23466.37
29774,11884.62
29773,18666.31
29770,19699.73
29785,14560.66
29781,19747.48
29780,24990.65
29778,13875.93
29777,16078.03
29792,11960.14
29791,21212.55
29788,25727.16
29787,22592.6
29786,19948.27
29800,23508.6
29799,20495.57
29798,6240.87
29797,31613.21
29793,10057.62
29814,23135
29813,8897.97
29812,18834.39
29803,18346
29801,18441.11
29820,21954.07
29819,16380.71
29818,5212.32
29816,37069.87
29815,19171.7
29829,19967.72
29827,5371.81
29826,36726.08
29825,21609.06
29823,9585.88
29835,22832.76
29833,17565.11
29832,20428.87
29831,22995.85
29830,20034.76
29856,23398.56
29854,19560.16
29851,19820.29
29843,19413.33
29837,21876.48
29866,9847.64
29865,6596.12
29863,23475.75
29861,21733.88
29858,19758.12
29879,19139.43
29877,16952.33
29876,9879.14
29875,20312.99
29868,12009.37
29892,15796.97
29891,5839.57
29886,10296.76
29881,18346
29880,23061.91
29900,7793.01
29897,15021.94
29896,9507.07
29894,15400.86
29893,22802.27
29909,8624.78
29907,22773.81
29906,15379.48
29904,22599.51
29901,19911.71
29915,6588.44
29913,9381.39
29912,10326.1
29911,11794.11
29910,18275.32
29926,8722.44
29925,9879.14
29924,19550.98
29918,6557.96
29916,12805.88
29936,9570.6
29934,6026.39
29929,8771.64
29928,10831.01
29927,4348.88
29943,8744.1
29941,10203.48
29940,12476.38
29938,8754.12
29937,14022.62
29952,12883.21
29951,6389.97
29950,17922.17
29948,9605.93
29945,0
29962,19911.71
29961,9271.28
29958,11055.63
29954,6384.18
29953,15104.76
29973,18528.25
29971,13497.16
29970,11363.82
29967,16591.09
29965,12768.93
29985,8606.2
29982,17666.05
29980,10860.17
29977,20553.86
29975,17709.57
30005,22832.76
30002,21216.62
30000,9879.14
29997,11920.96
29990,8200.9
30014,19856.2
30012,11396.5
30010,25679.75
30008,2496.76
30007,22995.85
30024,19758.12
30022,9361.88
30021,16052.95
30020,18199.94
30015,21609.06
30035,12551.84
30033,12893.91
30032,10332.02
30030,9982.65
30027,23902
30044,20495.57
30043,27914.03
30041,18140.62
30040,17287.51
30036,53910.81
30052,17435.7
30050,10573.25
30049,9378.36
30046,18169.04
30045,9099.85
30073,13656.22
30063,28731.81
30062,0
30061,0
30057,20188.51
30084,9099.85
30083,23542.26
30081,11500.09
30079,13342.91
30076,13140.72
30095,16148.95
30094,14809.67
30091,21927.1
30087,21022.66
30085,15577.58
30125,47003.44
30120,20495.57
30119,10450.58
30102,22893.51
30100,9857.38
30138,23319.28
30129,8980.86
30128,12745.78
30127,14091.83
30126,23723.38
30155,18040.33
30151,17887.93
30150,17520.32
30144,19191.25
30142,48185.59
30208,19593.72
30197,22832.76
30196,14570.85
30195,6863.42
30183,16731.53
30220,15004.31
30219,3846.09
30218,11519.55
30215,11574.39
30213,5534.22
30226,7751.95
30224,11574.4
30223,6520.68
30222,15927.33
30221,57577.13
30239,11410.98
30237,24111.16
30231,11574.39
30228,12554.41
30227,23188.12
30267,9099.85
30265,0
30261,0
30259,10518.16
30244,0
30292,16836.3
30290,12883.2
30289,25267.85
30284,9618.91
30269,22851.27
30300,16235.39
30296,2237.94
30295,24888.55
30294,19071.82
30293,15939.2
30316,568.98
30315,42760.61
30306,10196.45
30303,10361.83
30302,9932.68
30324,15066.33
30322,15344.69
30321,17925.18
30320,18312.66
30317,18105.28
30351,13752.4
30342,14949.81
30333,23056.25
30331,14397.47
30326,26774.43
30373,19253.11
30369,16372.54
30361,15077.13
30353,14863.69
30352,20360.29
30414,10880.74
30406,12997.24
30378,15771.83
30376,14865.74
30375,17532.94
30420,13429.65
30419,11296.79
30418,13709.97
30417,13173.97
30416,8988.65
30429,0
30425,12479.67
30424,48233.11
30423,13438.8
30422,9385.45
30436,13509.17
30434,10516.28
30433,17440.81
30431,14847.73
30430,12250.88
30450,13370.28
30446,41044.61
30444,14987.26
30441,11120.29
30439,4234.69
30464,14930.06
30462,13802.62
30461,13735.65
30460,15108.01
30451,25172.56
30475,17281.62
30472,14288.45
30468,10059.47
30467,14953.56
30465,14015.24
30498,21504.54
30485,74861
30481,14924.04
30478,14922.26
30476,22309.88
30514,17183.86
30511,42856.15
30508,20489.85
30503,16690.73
30500,12846.74
30548,920.09
30544,22329.92
30543,18166.19
30529,26059.12
30518,1253.67
30557,7694.04
30556,22167.4
30553,14681.15
30552,14332.13
30551,14692.68
30589,10248.62
30587,7220.77
30585,13493.73
30561,23324.17
30560,21896.31
30617,15166.51
30602,8693.61
30600,11289.07
30597,20969.67
30591,23044.04
30641,24529.31
30637,20319.44
30636,19495.82
30622,5479.7
30620,5361.62
30653,22984.41
30652,22216.66
30651,22281.83
30650,10896.33
30649,17660.61
30658,26565.88
30657,23731.41
30656,21477.84
30655,19103.35
30654,10329.16
30663,22465.29
30662,19794.69
30661,8370.83
30660,10055.36
30659,21477.84
30670,19495.82
30669,50727.41
30667,20192.91
30666,15742.53
30665,20222.53
30679,28954.05
30677,19461.36
30676,17977.9
30672,21205.81
30671,20110.61
30695,14906.18
30683,18756.85
30682,18631.35
30681,18440.24
30680,20306.11
30703,20401.95
30701,13218.37
30700,16288.2
30699,4756.15
30698,16043.69
30716,14822.07
30713,15157.06
30707,22163.57
30705,18680.73
30704,12763.12
30726,4266.42
30725,16425.12
30724,19275.26
30723,11640.24
30722,15742.33
30742,12929.09
30741,21405.3
30739,10739
30738,26491.18
30733,484.18
30767,24004.11
30763,21458.76
30757,9476.51
30745,25814.26
30743,25365.64
30785,11421.86
30774,2117.25
30772,14051.54
30770,18180.35
30769,18862.14
30796,11468.98
30793,18446.4
30792,13490.19
30791,10622.03
30789,20464.42
30808,8064.57
30806,13592.72
30802,23964.13
30801,5839.54
30797,64012.94
30815,10574.68
30814,8821.19
30812,13217.97
30811,8733.03
30809,13272.73
30822,11886.32
30820,13294.21
30819,11666.59
30818,12235.6
30817,6984.63
30831,17363.91
30828,6293.08
30827,10302.32
30824,12263.26
30823,12218.26
30841,15868.76
30840,11646.28
30839,16261.59
30837,6214.31
30832,7949.6
30850,25084.17
30849,23917.41
30845,9763.63
30844,11116.59
30843,12382.89
30858,14108.94
30857,7377.4
30855,6572.05
30852,12325.36
30851,12148.28
30875,10782.77
30866,20588.08
30862,19771.72
30860,13821.45
30859,14175.14
30909,6228.2
30901,5261.99
30893,11351.3
30891,2606.65
30890,5899.1
30921,10557.81
30919,18173.08
30917,18173.08
30916,20062.76
30912,22082.71
30937,
30935,
30924,6253.85
30923,17937.6
30922,7377.4
31033,7381.26
30994,
30977,
30975,
30953,
31040,21610.91
31039,15130.42
31037,6671.39
31036,7249.95
31035,9492.52
31050,6304.75
31049,9349.79
31048,9482.87
31047,6428.3
31042,15841.02
31058,11144.79
31057,6611.74
31055,12103.93
31054,7350.12
31052,11370.29
31085,4420.43
31073,10712.03
31063,8991.6
31061,11802.55
31060,10817.07
31103,7435.66
31093,11876.17
31092,14419.71
31089,6227.56
31088,21731.81
31116,0
31115,7714.81
31109,0
31108,13336.82
31104,7435.66
31148,7870.27
31147,0
31145,4785.77
31136,9695.4
31130,6986.03
31174,16435.39
31173,9382.69
31160,9323.4
31157,6799.81
31156,0
31180,15195.85
31179,1827.9
31178,15828.09
31176,15895.16
31175,18032.53
31188,1447.58
31184,7880.79
31183,2511.48
31182,14807.1
31181,9107.28
31198,11145.52
31197,13127.99
31193,19064.09
31192,7997.75
31189,13856.88
31216,7265.75
31206,6267.96
31205,21345.94
31201,2027.36
31199,7677.27
32498,5715.03
32497,108.07
32494,
31412,
31411,
32509,7130.89
32508,14297.57
32503,18925.58
32502,6041.64
32501,8846.25
32517,8907.71
32513,4198.14
32512,4972.78
32511,7006.52
32510,5324.64
32529,2747.18
32525,1789.89
32522,7439.82
32521,13521.58
32520,5636.52
32540,1973.52
32538,3364.82
32537,4045.28
32532,11560.49
32530,4438.49
32548,9798.77
32547,2736.47
32546,2736.47
32544,0
32542,8407.1
32557,5666.62
32555,3364.82
32553,22981.51
32552,8418.98
32549,2736.47
32571,
32567,6311.95
32565,10022.37
32563,4134.15
32558,5432.21
32580,13098.37
32577,9284.88
32576,6945.51
32574,7532.91
32573,12853.37
32591,7907.65
32588,13661.31
32587,4521.01
32585,7542.15
32581,11102.16
32605,7192.06
32604,13336.02
32603,13145.92
32601,13217.86
32592,4213.91
32612,13004.11
32611,13048.53
32610,11127.48
32609,11723.75
32608,13171.32
32620,13773.14
32619,13386.99
32618,12334.67
32616,11370.17
32615,4205.76
32630,15022.65
32629,12610.82
32624,12048.47
32622,13148.67
32621,13402.63
32635,10885.43
32634,13243.58
32633,10414.4
32632,10983.13
32631,12162.97
32640,6978
32639,12178.77
32638,10062.64
32637,12819.79
32636,12570.46
32646,12511.73
32645,12757.03
32643,6123.12
32642,11713.92
32641,11778.55
32653,12449.83
32651,14070.99
32649,3636.66
32648,12673.91
32647,9986.63
32658,12720.27
32657,5300.63
32656,14236.15
32655,10788.1
32654,11250.08
32664,3636.66
32663,11448.9
32662,12681.97
32661,3636.66
32659,11319.31
32669,3636.66
32668,12630.87
32667,7944.99
32666,2736.47
32665,13496.29
32675,11661.38
32674,3636.66
32673,12606.09
32672,11916.81
32670,13367.43
32680,13024.67
32679,11215.67
32678,12773.99
32677,11771.07
32676,13896.85
32685,13105.53
32684,11867.19
32683,11810.81
32682,12750.61
32681,11433
32692,12390.73
32690,13140.85
32689,14200.67
32687,13207.32
32686,14239.03
32698,13310.55
32697,9877.75
32696,13085.63
32694,4205.76
32693,4205.76
32704,14327.37
32703,12869.81
32701,12803.98
32700,12876.74
32699,12087.87
32709,12824.52
32708,12435.16
32707,12931.77
32706,13018.27
32705,12046.72
32714,13012.13
32713,12220.6
32712,13203.56
32711,12551.13
32710,12590.44
32722,10723.69
32719,12819.44
32718,11832.88
32717,12763.25
32716,14361.59
32727,12983.35
32726,12860.33
32725,3636.66
32724,3636.66
32723,13152.46
32736,15849.57
32731,8233.41
32730,9338.53
32729,12349.99
32728,11435.49
32741,
32740,
32739,10194.91
32738,12540.91
32737,41219.83
32748,11003.59
32747,14270.43
32746,10765.48
32744,10958.65
32742,5092.23
32753,10988.25
32752,12211.14
32751,12668.8
32750,12525.82
32749,13733.71
32758,10240.71
32757,10830.23
32756,11970.04
32755,10674.71
32754,10748.39
32763,10785.67
32762,11310.59
32761,10547.1
32760,9791.97
32759,11055.73
32770,12649.63
32769,10834.73
32767,10675.79
32766,10288.75
32764,10751.19
32778,13916.89
32775,11068.87
32774,11812.42
32772,11722.71
32771,9065.7
32785,8177.79
32784,4205.76
32783,2299.18
32782,13706.7
32780,9505.75
32791,13127.05
32790,16044.82
32789,10826.8
32788,9314.91
32787,12042.46
32796,11785.87
32795,11890.98
32794,11659.63
32793,7107.98
32792,
32801,9880.71
32800,14742.95
32799,6535.98
32798,9636.05
32797,6701.55
32811,13796.97
32810,11208.67
32809,11183.79
32808,11198.86
32802,9927.03
32818,4343.79
32817,9715.05
32815,12253.7
32814,11050.51
32813,9600.75
32823,8177.79
32822,9759.63
32821,7136.87
32820,9631.91
32819,12060.49
32829,11952.76
32828,11737.41
32827,13366.86
32826,12395.23
32824,11307.85
32834,11391.25
32833,10220.96
32832,12052.98
32831,14662.93
32830,15038.29
32840,12179.99
32839,11287.87
32837,11359.41
32836,11910.11
32835,13001.7
32845,4908.16
32844,8529.56
32843,11488.83
32842,10091.31
32841,8616.97
32850,9705.39
32849,11705.1
32848,10083.23
32847,8467.46
32846,11179.62
32864,8755.67
32861,2598.44
32860,7449.77
32859,8992.69
32853,2491.25
32873,8437.36
32872,8671.73
32871,9924.18
32866,5941.38
32865,0
32882,9111.23
32881,4307.95
32877,4538.03
32876,6117.74
32875,1521.09
32899,12209.18
32893,0
32892,7295.01
32888,14247.58
32883,6450.58
32921,5183.81
32920,4083.31
32917,6601.68
32908,5051.36
32901,4574.13
32937,0
32933,5889.03
32930,2200.56
32928,7728.57
32925,6541.19
32966,0
32965,11420.2
32955,4967.5
32954,8417.34
32951,8318.34
33004,4926.15
32980,7687.77
32979,4354.28
32974,6101.81
32967,0
33032,11127.31
33028,7003.35
33018,4803.72
33017,9668.32
33006,6810
33047,4070.91
33041,2899.09
33038,2697.15
33037,13767.23
33035,5822.1
33060,0
33058,1124.05
33055,8619.06
33054,1588.07
33050,2857.4
33084,5082.91
33065,6367.65
33064,5504.03
33062,5490.67
